locus_tag,accession,start,end,strand,gene_name,old_locus_tag,gene_product,ncbi_protein
SAOUHSC_02594,NC_007795.1,2384263.0,2384898.0,-,,,hypothetical protein,YP_501056.1
SAOUHSC_02595,NC_007795.1,2384973.0,2385890.0,-,,,hypothetical protein,YP_501057.1
SAOUHSC_02596,NC_007795.1,2386157.0,2386687.0,+,,,hypothetical protein,YP_501058.1
SAOUHSC_02597,NC_007795.1,2386753.0,2388357.0,-,,,PTS system transporter,YP_501059.1
SAOUHSC_02599,NC_007795.1,2388687.0,2389451.0,+,,,hex regulon repressor,YP_501060.1
SAOUHSC_02600,NC_007795.1,2389509.0,2390015.0,-,,,hypothetical protein,YP_501061.1
SAOUHSC_02603,NC_007795.1,2391720.0,2392289.0,-,,,hypothetical protein,YP_501064.1
SAOUHSC_02604,NC_007795.1,2392776.0,2393657.0,-,,,hypothetical protein,YP_501065.1
SAOUHSC_02605,NC_007795.1,2393768.0,2394889.0,-,,,hypothetical protein,YP_501066.1
SAOUHSC_02606,NC_007795.1,2395166.0,2396404.0,-,,,imidazolonepropionase,YP_501067.1
SAOUHSC_02607,NC_007795.1,2396404.0,2398065.0,-,,,urocanate hydratase,YP_501068.1
SAOUHSC_02608,NC_007795.1,2398225.0,2399109.0,+,,,hypothetical protein,YP_501069.1
SAOUHSC_02609,NC_007795.1,2399531.0,2399950.0,+,,,fosfomycin resistance protein FosB,YP_501070.1
SAOUHSC_02610,NC_007795.1,2400206.0,2401141.0,-,,,formimidoylglutamase,YP_501071.1
SAOUHSC_02611,NC_007795.1,2401431.0,2402690.0,+,,,hypothetical protein,YP_501072.1
SAOUHSC_02612,NC_007795.1,2402756.0,2403442.0,-,,,ribose-5-phosphate isomerase A,YP_501073.1
SAOUHSC_02613,NC_007795.1,2403616.0,2404269.0,+,,,hypothetical protein,YP_501074.1
SAOUHSC_02614,NC_007795.1,2404505.0,2405524.0,-,,,aldose 1-epimerase,YP_501076.1
SAOUHSC_02615,NC_007795.1,2405554.0,2405880.0,-,,,hypothetical protein,YP_501077.1
SAOUHSC_02616,NC_007795.1,2405929.0,2406114.0,-,,,hypothetical protein,YP_501078.1
SAOUHSC_02618,NC_007795.1,2406098.0,2407330.0,-,,,hypothetical protein,YP_501079.1
SAOUHSC_02619,NC_007795.1,2407323.0,2408222.0,-,,,hypothetical protein,YP_501080.1
SAOUHSC_02620,NC_007795.1,2408453.0,2409100.0,-,,,hypothetical protein,YP_501081.1
SAOUHSC_02621,NC_007795.1,2409499.0,2410107.0,+,,,DNA-3-methyladenine glycosylase,YP_501082.1
SAOUHSC_02622,NC_007795.1,2410444.0,2411652.0,+,,,sodium/glutamate symporter,YP_501083.1
SAOUHSC_02623,NC_007795.1,2411700.0,2412749.0,-,,,isopentenyl pyrophosphate isomerase,YP_501084.1
SAOUHSC_02624,NC_007795.1,2412780.0,2413727.0,-,,,hypothetical protein,YP_501085.1
SAOUHSC_02625,NC_007795.1,2413824.0,2414315.0,+,,,hypothetical protein,YP_501086.1
SAOUHSC_02626,NC_007795.1,2414312.0,2414731.0,+,,,hypothetical protein,YP_501087.1
SAOUHSC_02627,NC_007795.1,2414839.0,2415741.0,-,,,hypothetical protein,YP_501088.1
SAOUHSC_02628,NC_007795.1,2415967.0,2416605.0,+,,,hypothetical protein,YP_501089.1
SAOUHSC_02629,NC_007795.1,2416851.0,2418782.0,-,,,EmrB/QacA family drug resistance transporter,YP_501090.1
SAOUHSC_02630,NC_007795.1,2418795.0,2419442.0,-,,,hypothetical protein,YP_501091.1
SAOUHSC_02631,NC_007795.1,2419563.0,2420114.0,+,,,hypothetical protein,YP_501092.1
SAOUHSC_02634,NC_007795.1,2421661.0,2421789.0,-,,,hypothetical protein,YP_501095.1
SAOUHSC_02635,NC_007795.1,2421820.0,2423202.0,-,,,hypothetical protein,YP_501096.1
SAOUHSC_02638,NC_007795.1,2424092.0,2425060.0,+,,,hypothetical protein,YP_501100.1
SAOUHSC_02640,NC_007795.1,2426131.0,2426796.0,-,,,hypothetical protein,YP_501103.1
SAOUHSC_02641,NC_007795.1,2426796.0,2427851.0,-,,,permease domain-containing protein,YP_501104.1
SAOUHSC_02643,NC_007795.1,2427987.0,2428661.0,+,,,DNA-binding response regulator,YP_501105.1
SAOUHSC_02644,NC_007795.1,2428654.0,2430027.0,+,,,sensor histidine kinase,YP_501106.1
SAOUHSC_02645,NC_007795.1,2430190.0,2430633.0,+,,,hypothetical protein,YP_501107.1
SAOUHSC_02646,NC_007795.1,2430630.0,2431085.0,+,,,hypothetical protein,YP_501108.1
SAOUHSC_02647,NC_007795.1,2431151.0,2432629.0,-,,,malate:quinone oxidoreductase,YP_501109.1
SAOUHSC_02648,NC_007795.1,2433010.0,2434608.0,-,,,L-lactate permease,YP_501110.1
SAOUHSC_02649,NC_007795.1,2434925.0,2436598.0,+,,,hypothetical protein,YP_501111.1
SAOUHSC_02650,NC_007795.1,2436751.0,2437380.0,-,,,hypothetical protein,YP_501112.1
SAOUHSC_02651,NC_007795.1,2437694.0,2438209.0,-,,,hypothetical protein,YP_501113.1
SAOUHSC_02652,NC_007795.1,2438502.0,2439404.0,+,,,hypothetical protein,YP_501114.1
SAOUHSC_02653,NC_007795.1,2439450.0,2439785.0,-,,,hypothetical protein,YP_501115.1
SAOUHSC_02654,NC_007795.1,2439887.0,2440921.0,-,,,hypothetical protein,YP_501116.1
SAOUHSC_02655,NC_007795.1,2440932.0,2441048.0,-,,,hypothetical protein,YP_501117.1
SAOUHSC_02656,NC_007795.1,2441153.0,2441584.0,-,,,hypothetical protein,YP_501118.1
SAOUHSC_02657,NC_007795.1,2441636.0,2441728.0,+,,,hypothetical protein,YP_501119.1
SAOUHSC_02658,NC_007795.1,2441791.0,2443068.0,-,,,hypothetical protein,YP_501120.1
SAOUHSC_02659,NC_007795.1,2443229.0,2443852.0,+,,,hypothetical protein,YP_501121.1
SAOUHSC_02660,NC_007795.1,2443898.0,2444842.0,+,,,hypothetical protein,YP_501122.1
SAOUHSC_02661,NC_007795.1,2444928.0,2446178.0,-,,,PTS system sucrose-specific transporter subunit IIBC,YP_501123.1
SAOUHSC_02662,NC_007795.1,2446156.0,2446371.0,-,,,PTS system sucrose-specific transporter subunit IIBC,YP_501124.1
SAOUHSC_02663,NC_007795.1,2446555.0,2446938.0,+,,,hypothetical protein,YP_501125.2
SAOUHSC_02664,NC_007795.1,2448426.0,2450531.0,+,,,transcriptional regulator,YP_501126.1
SAOUHSC_02665,NC_007795.1,2450602.0,2451024.0,+,,,hypothetical protein,YP_501127.1
SAOUHSC_02666,NC_007795.1,2451289.0,2451645.0,+,,,hypothetical protein,YP_501128.1
SAOUHSC_02667,NC_007795.1,2452049.0,2453326.0,-,,,hypothetical protein,YP_501129.1
SAOUHSC_02668,NC_007795.1,2453508.0,2453873.0,-,,,hypothetical protein,YP_501130.1
SAOUHSC_02669,NC_007795.1,2454271.0,2454717.0,+,,,hypothetical protein,YP_501131.1
SAOUHSC_02670,NC_007795.1,2454933.0,2455361.0,+,,,hypothetical protein,YP_501132.1
SAOUHSC_02671,NC_007795.1,2455468.0,2456637.0,-,,,hypothetical protein,YP_501133.1
SAOUHSC_02674,NC_007795.1,2457900.0,2458640.0,+,,,hypothetical protein,YP_501136.1
SAOUHSC_02675,NC_007795.1,2458898.0,2459500.0,-,,,hypothetical protein,YP_501137.1
SAOUHSC_02676,NC_007795.1,2459574.0,2460608.0,-,,,hypothetical protein,YP_501138.1
SAOUHSC_02677,NC_007795.1,2460632.0,2461084.0,-,,,hypothetical protein,YP_501139.1
SAOUHSC_02678,NC_007795.1,2461104.0,2461781.0,-,,,respiratory nitrate reductase subunit gamma,YP_501140.1
SAOUHSC_02679,NC_007795.1,2461774.0,2462364.0,-,,,respiratory nitrate reductase subunit delta,YP_501141.1
SAOUHSC_02680,NC_007795.1,2462342.0,2463787.0,-,,,nitrate reductase subunit beta,YP_501142.1
SAOUHSC_02681,NC_007795.1,2463891.0,2467580.0,-,,,nitrate reductase subunit alpha,YP_501143.1
SAOUHSC_02682,NC_007795.1,2467889.0,2468866.0,-,,,uroporphyrin-III C-methyltransferase,YP_501144.1
SAOUHSC_02683,NC_007795.1,2468857.0,2469171.0,-,,,assimilatory nitrite reductase [NAD(P)H] small subunit,YP_501145.1
SAOUHSC_02684,NC_007795.1,2469175.0,2471580.0,-,,,assimilatory nitrite reductase [NAD(P)H] large subunit,YP_501146.1
SAOUHSC_02685,NC_007795.1,2471646.0,2472377.0,-,,,hypothetical protein,YP_501147.1
SAOUHSC_02686,NC_007795.1,2472607.0,2473143.0,-,,,hypothetical protein,YP_501148.1
SAOUHSC_02687,NC_007795.1,2473376.0,2474200.0,-,,,formate/nitrite transporter,YP_501149.1
SAOUHSC_02688,NC_007795.1,2474417.0,2474599.0,-,,,hypothetical protein,YP_501150.1
SAOUHSC_02689,NC_007795.1,2474683.0,2475150.0,-,,,hypothetical protein,YP_501151.1
SAOUHSC_02690,NC_007795.1,2475336.0,2476886.0,-,,,hypothetical protein,YP_501152.1
SAOUHSC_02691,NC_007795.1,2477181.0,2477447.0,-,,,hypothetical protein,YP_501153.1
SAOUHSC_02692,NC_007795.1,2477447.0,2477698.0,-,,,hypothetical protein,YP_501154.1
SAOUHSC_02693,NC_007795.1,2477863.0,2477964.0,-,,,hypothetical protein,YP_501155.1
SAOUHSC_02694,NC_007795.1,2477971.0,2478570.0,-,,,hypothetical protein,YP_501156.1
SAOUHSC_02695,NC_007795.1,2478589.0,2478939.0,-,,,hypothetical protein,YP_501157.1
SAOUHSC_02696,NC_007795.1,2479206.0,2480456.0,+,,,methicillin resistance determinant protein FmhA,YP_501158.1
SAOUHSC_02697,NC_007795.1,2480553.0,2481284.0,-,,,amino acid ABC transporter ATP-binding protein,YP_501159.1
SAOUHSC_02698,NC_007795.1,2481281.0,2482000.0,-,,,amino acid ABC transporter permease,YP_501160.1
SAOUHSC_02699,NC_007795.1,2481981.0,2482760.0,-,,,hypothetical protein,YP_501161.1
SAOUHSC_02700,NC_007795.1,2482881.0,2484239.0,-,,,hypothetical protein,YP_501162.1
SAOUHSC_02701,NC_007795.1,2484250.0,2484393.0,-,,,hypothetical protein,YP_501163.1
SAOUHSC_02702,NC_007795.1,2484494.0,2484598.0,+,,,hypothetical protein,YP_501164.1
SAOUHSC_02703,NC_007795.1,2484752.0,2485438.0,-,gpmA,,2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase,YP_501165.1
SAOUHSC_02704,NC_007795.1,2485765.0,2486631.0,-,,,hypothetical protein,YP_501166.1
SAOUHSC_02705,NC_007795.1,2487184.0,2487288.0,-,,,hypothetical protein,YP_501167.1
SAOUHSC_02706,NC_007795.1,2487383.0,2488693.0,+,,,immunoglobulin G-binding protein Sbi,YP_501168.1
SAOUHSC_02708,NC_007795.1,2489229.0,2490158.0,+,,,gamma-hemolysin h-gamma-II subunit,YP_501170.1
SAOUHSC_02709,NC_007795.1,2490726.0,2491673.0,+,,,leukocidin s subunit,YP_501171.1
SAOUHSC_02710,NC_007795.1,2491675.0,2492652.0,+,,,leukocidin f subunit,YP_501172.1
SAOUHSC_02711,NC_007795.1,2492704.0,2493171.0,-,,,hypothetical protein,YP_501173.1
SAOUHSC_02712,NC_007795.1,2493182.0,2493874.0,-,,,6-carboxyhexanoate--CoA ligase,YP_501174.1
SAOUHSC_02713,NC_007795.1,2493885.0,2495000.0,-,,,hypothetical protein,YP_501175.1
SAOUHSC_02714,NC_007795.1,2494978.0,2495985.0,-,,,biotin synthase,YP_501176.1
SAOUHSC_02715,NC_007795.1,2495987.0,2497345.0,-,,,adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA,YP_501177.1
SAOUHSC_02716,NC_007795.1,2497323.0,2498009.0,-,,,dethiobiotin synthase,YP_501178.1
SAOUHSC_A02577,NC_007795.1,2498063.0,2498230.0,-,,,hypothetical protein,YP_501179.1
SAOUHSC_02717,NC_007795.1,2498230.0,2498373.0,-,,,hypothetical protein,YP_501180.1
SAOUHSC_02718,NC_007795.1,2498461.0,2500194.0,-,,,hypothetical protein,YP_501181.1
SAOUHSC_02719,NC_007795.1,2500219.0,2501982.0,-,,,hypothetical protein,YP_501182.1
SAOUHSC_02720,NC_007795.1,2502476.0,2502583.0,-,,,hypothetical protein,YP_501183.1
SAOUHSC_02721,NC_007795.1,2502610.0,2502717.0,-,,,hypothetical protein,YP_501184.1
SAOUHSC_02722,NC_007795.1,2502851.0,2503237.0,-,,,hypothetical protein,YP_501185.1
SAOUHSC_02723,NC_007795.1,2503505.0,2504647.0,+,,,glycerate kinase,YP_501186.1
SAOUHSC_02724,NC_007795.1,2504707.0,2505366.0,+,,,hypothetical protein,YP_501187.1
SAOUHSC_02725,NC_007795.1,2505548.0,2506759.0,+,,,hypothetical protein,YP_501188.1
SAOUHSC_02726,NC_007795.1,2506882.0,2507355.0,-,,,hypothetical protein,YP_501189.1
SAOUHSC_02727,NC_007795.1,2507555.0,2508124.0,+,,,hypothetical protein,YP_501190.1
SAOUHSC_02728,NC_007795.1,2508187.0,2508993.0,-,,,hypothetical protein,YP_501191.1
SAOUHSC_02729,NC_007795.1,2509280.0,2510689.0,+,,,amino acid ABC transporter-like protein,YP_501192.1
SAOUHSC_02731,NC_007795.1,2510827.0,2512905.0,+,,,hypothetical protein,YP_501193.1
SAOUHSC_02732,NC_007795.1,2512984.0,2513085.0,-,,,hypothetical protein,YP_501194.1
SAOUHSC_02733,NC_007795.1,2513045.0,2514874.0,-,,,hypothetical protein,YP_501195.1
SAOUHSC_02734,NC_007795.1,2514968.0,2515072.0,-,,,hypothetical protein,YP_501196.1
SAOUHSC_02736,NC_007795.1,2515106.0,2516602.0,+,,,hypothetical protein,YP_501197.1
SAOUHSC_02737,NC_007795.1,2516694.0,2517545.0,-,,,epimerase/dehydratase,YP_501198.1
SAOUHSC_02739,NC_007795.1,2517867.0,2518802.0,-,,,2-dehydropantoate 2-reductase,YP_501200.1
SAOUHSC_02740,NC_007795.1,2519028.0,2520428.0,-,,,drug transporter,YP_501201.1
SAOUHSC_02741,NC_007795.1,2520722.0,2521417.0,-,,,amino acid ABC transporter permease,YP_501202.1
SAOUHSC_02742,NC_007795.1,2521417.0,2522358.0,-,,,amino acid transporter,YP_501203.1
SAOUHSC_02743,NC_007795.1,2522375.0,2523010.0,-,,,amino acid ABC transporter permease,YP_501204.1
SAOUHSC_02744,NC_007795.1,2523007.0,2524233.0,-,,,amino acid ABC transporter ATP-binding protein,YP_501205.1
SAOUHSC_02745,NC_007795.1,2524560.0,2524679.0,-,,,hypothetical protein,YP_501206.1
SAOUHSC_02746,NC_007795.1,2524759.0,2524899.0,-,,,hypothetical protein,YP_501207.1
SAOUHSC_02747,NC_007795.1,2524903.0,2525502.0,-,,,hypothetical protein,YP_501208.1
SAOUHSC_02750,NC_007795.1,2525682.0,2527319.0,+,,,hypothetical protein,YP_501209.1
SAOUHSC_02751,NC_007795.1,2527927.0,2529279.0,+,,,hypothetical protein,YP_501210.1
SAOUHSC_02752,NC_007795.1,2529341.0,2530468.0,-,,,hypothetical protein,YP_501211.1
SAOUHSC_02753,NC_007795.1,2530924.0,2531700.0,-,,,hypothetical protein,YP_501212.1
SAOUHSC_02754,NC_007795.1,2531693.0,2532355.0,-,,,ABC transporter ATP-binding protein,YP_501213.1
SAOUHSC_02755,NC_007795.1,2532603.0,2533679.0,-,,,hypothetical protein,YP_501214.1
SAOUHSC_02756,NC_007795.1,2534034.0,2534300.0,-,,,hypothetical protein,YP_501215.1
SAOUHSC_02757,NC_007795.1,2534300.0,2534557.0,-,,,hypothetical protein,YP_501216.1
SAOUHSC_02759,NC_007795.1,2534916.0,2535371.0,+,,,hypothetical protein,YP_501218.1
SAOUHSC_02760,NC_007795.1,2535539.0,2537116.0,-,,,glutamate synthase subunit alpha,YP_501219.1
SAOUHSC_02761,NC_007795.1,2537311.0,2538060.0,+,,,hypothetical protein,YP_501220.1
SAOUHSC_02762,NC_007795.1,2538284.0,2539477.0,-,,,hypothetical protein,YP_501221.1
SAOUHSC_02763,NC_007795.1,2539489.0,2540238.0,-,,,peptide ABC transporter ATP-binding protein,YP_501222.1
SAOUHSC_02764,NC_007795.1,2540231.0,2541046.0,-,,,peptide ABC transporter ATP-binding protein,YP_501223.1
SAOUHSC_02765,NC_007795.1,2541043.0,2541912.0,-,,,nickel ABC transporter permease,YP_501224.1
SAOUHSC_02766,NC_007795.1,2541909.0,2542844.0,-,,,peptide ABC transporter permease,YP_501225.1
SAOUHSC_02767,NC_007795.1,2542857.0,2544455.0,-,,,peptide ABC transporter substrate-binding protein,YP_501226.1
SAOUHSC_02768,NC_007795.1,2544598.0,2545812.0,-,,,hypothetical protein,YP_501227.1
SAOUHSC_02769,NC_007795.1,2545892.0,2546710.0,-,,,hypothetical protein,YP_501228.1
SAOUHSC_02770,NC_007795.1,2546721.0,2547542.0,-,,,hypothetical protein,YP_501229.1
SAOUHSC_02771,NC_007795.1,2548409.0,2548774.0,-,,,hypothetical protein,YP_501230.1
SAOUHSC_02772,NC_007795.1,2549037.0,2549756.0,-,,,hypothetical protein,YP_501231.2
SAOUHSC_02773,NC_007795.1,2550088.0,2551626.0,+,,,transporter,YP_501232.1
SAOUHSC_02774,NC_007795.1,2551738.0,2552160.0,-,,,hypothetical protein,YP_501233.1
SAOUHSC_02775,NC_007795.1,2552612.0,2553031.0,-,,,hypothetical protein,YP_501234.1
SAOUHSC_02776,NC_007795.1,2553049.0,2553468.0,-,,,hypothetical protein,YP_501235.1
SAOUHSC_02777,NC_007795.1,2553735.0,2554157.0,-,,,hypothetical protein,YP_501237.1
SAOUHSC_02778,NC_007795.1,2554408.0,2555103.0,-,,,hypothetical protein,YP_501238.1
SAOUHSC_02779,NC_007795.1,2555392.0,2555673.0,+,,,hypothetical protein,YP_501239.1
SAOUHSC_02780,NC_007795.1,2555609.0,2555794.0,+,,,hypothetical protein,YP_501240.1
SAOUHSC_02781,NC_007795.1,2555933.0,2556124.0,-,,,hypothetical protein,YP_501241.1
SAOUHSC_02782,NC_007795.1,2556559.0,2556681.0,+,,,hypothetical protein,YP_501242.1
SAOUHSC_02783,NC_007795.1,2556685.0,2557479.0,-,,,hypothetical protein,YP_501243.1
SAOUHSC_02784,NC_007795.1,2558015.0,2558302.0,-,,,hypothetical protein,YP_501244.1
SAOUHSC_02785,NC_007795.1,2558305.0,2558631.0,-,,,hypothetical protein,YP_501245.1
SAOUHSC_02788,NC_007795.1,2559952.0,2560737.0,-,,,hypothetical protein,YP_501248.1
SAOUHSC_02789,NC_007795.1,2560849.0,2561550.0,-,,,hypothetical protein,YP_501249.1
SAOUHSC_02790,NC_007795.1,2561928.0,2564789.0,-,,,hypothetical protein,YP_501250.1
SAOUHSC_02791,NC_007795.1,2564791.0,2565183.0,-,,,pyrophosphohydrolase,YP_501251.1
SAOUHSC_02793,NC_007795.1,2565300.0,2567108.0,+,,,hypothetical protein,YP_501252.1
SAOUHSC_02794,NC_007795.1,2567392.0,2567658.0,+,,,hypothetical protein,YP_501253.1
SAOUHSC_02795,NC_007795.1,2567802.0,2568110.0,+,,,hypothetical protein,YP_501254.1
SAOUHSC_02796,NC_007795.1,2568218.0,2568451.0,-,,,hypothetical protein,YP_501255.1
SAOUHSC_02797,NC_007795.1,2568432.0,2569625.0,-,,,hypothetical protein,YP_501256.1
SAOUHSC_02798,NC_007795.1,2570009.0,2574892.0,-,,,hypothetical protein,YP_501257.1
SAOUHSC_02799,NC_007795.1,2575197.0,2575517.0,-,,,accessory regulator T,YP_501258.1
SAOUHSC_02800,NC_007795.1,2575879.0,2576622.0,+,,,hypothetical protein,YP_501259.1
SAOUHSC_02801,NC_007795.1,2576833.0,2577615.0,-,,,UTP-glucose-1-phosphate uridylyltransferase,YP_501260.1
SAOUHSC_02802,NC_007795.1,2577879.0,2580632.0,-,,,fibronectin binding protein B,YP_501261.1
SAOUHSC_02803,NC_007795.1,2581383.0,2584355.0,-,,,fibronectin-binding protein,YP_501262.1
SAOUHSC_02804,NC_007795.1,2584423.0,2584524.0,-,,,hypothetical protein,YP_501263.1
SAOUHSC_02805,NC_007795.1,2584573.0,2584875.0,-,,,hypothetical protein,YP_501264.1
SAOUHSC_02806,NC_007795.1,2584907.0,2586265.0,-,,,gluconate permease,YP_501265.1
SAOUHSC_02808,NC_007795.1,2586382.0,2587935.0,-,,,gluconate kinase,YP_501266.1
SAOUHSC_02809,NC_007795.1,2587959.0,2588639.0,-,,,gluconate operon transcriptional repressor,YP_501267.1
SAOUHSC_02810,NC_007795.1,2588793.0,2589557.0,-,,,hypothetical protein,YP_501268.1
SAOUHSC_02811,NC_007795.1,2589722.0,2590414.0,-,,,hypothetical protein,YP_501269.1
SAOUHSC_02812,NC_007795.1,2590645.0,2591061.0,-,,,hypothetical protein,YP_501270.1
SAOUHSC_02815,NC_007795.1,2593502.0,2594779.0,-,,,hypothetical protein,YP_501273.1
SAOUHSC_02816,NC_007795.1,2595326.0,2595937.0,+,,,hypothetical protein,YP_501274.1
SAOUHSC_02817,NC_007795.1,2595946.0,2596044.0,-,,,hypothetical protein,YP_501275.1
SAOUHSC_02818,NC_007795.1,2596034.0,2597197.0,-,,,hypothetical protein,YP_501276.1
SAOUHSC_02819,NC_007795.1,2597190.0,2597648.0,-,,,hypothetical protein,YP_501277.1
SAOUHSC_02820,NC_007795.1,2598082.0,2598777.0,+,,,hypothetical protein,YP_501278.1
SAOUHSC_02821,NC_007795.1,2598779.0,2599549.0,+,,,membrane spanning protein,YP_501279.1
SAOUHSC_02822,NC_007795.1,2599922.0,2601886.0,+,,,hypothetical protein,YP_501280.1
SAOUHSC_02823,NC_007795.1,2602404.0,2603309.0,+,,,hypothetical protein,YP_501282.1
SAOUHSC_02824,NC_007795.1,2603414.0,2604007.0,-,,,hypothetical protein,YP_501283.1
SAOUHSC_02825,NC_007795.1,2604029.0,2604901.0,-,,,hypothetical protein,YP_501284.1
SAOUHSC_02826,NC_007795.1,2605075.0,2605509.0,-,,,hypothetical protein,YP_501285.1
SAOUHSC_02827,NC_007795.1,2605736.0,2606020.0,+,,,hypothetical protein,YP_501286.1
SAOUHSC_02828,NC_007795.1,2606191.0,2606997.0,+,,,hypothetical protein,YP_501287.1
SAOUHSC_02829,NC_007795.1,2607117.0,2607788.0,-,,,NAD(P)H-flavin oxidoreductase,YP_501288.1
SAOUHSC_02830,NC_007795.1,2608103.0,2609050.0,+,,,D-lactate dehydrogenase,YP_501289.1
SAOUHSC_02831,NC_007795.1,2609299.0,2610099.0,-,,,hypothetical protein,YP_501290.1
SAOUHSC_02832,NC_007795.1,2610420.0,2611055.0,+,,,hypothetical protein,YP_501291.1
SAOUHSC_02833,NC_007795.1,2611061.0,2611792.0,+,,,hypothetical protein,YP_501292.1
SAOUHSC_02834,NC_007795.1,2611952.0,2612572.0,-,,,sortase,YP_501293.1
SAOUHSC_02836,NC_007795.1,2612766.0,2613257.0,+,,,hypothetical protein,YP_501294.1
SAOUHSC_02837,NC_007795.1,2613695.0,2613865.0,-,,,hypothetical protein,YP_501295.1
SAOUHSC_02838,NC_007795.1,2613927.0,2614025.0,-,,,hypothetical protein,YP_501296.1
SAOUHSC_02839,NC_007795.1,2614044.0,2614943.0,-,,,L-serine dehydratase%2C iron-sulfur-dependent subunit alpha,YP_501297.1
SAOUHSC_02840,NC_007795.1,2614957.0,2615637.0,-,,,L-serine dehydratase iron-sulfur-dependent subunit beta,YP_501298.1
SAOUHSC_02841,NC_007795.1,2615640.0,2616635.0,-,,,hypothetical protein,YP_501299.1
SAOUHSC_02842,NC_007795.1,2617234.0,2617437.0,+,,,hypothetical protein,YP_501300.1
SAOUHSC_02843,NC_007795.1,2617620.0,2618555.0,+,,,hypothetical protein,YP_501301.1
SAOUHSC_02844,NC_007795.1,2618637.0,2619605.0,-,,,hypothetical protein,YP_501302.1
SAOUHSC_02845,NC_007795.1,2619738.0,2620082.0,-,,,hypothetical protein,YP_501303.1
SAOUHSC_02846,NC_007795.1,2620124.0,2620534.0,-,,,hypothetical protein,YP_501304.1
SAOUHSC_02848,NC_007795.1,2620914.0,2622980.0,-,,,PTS system glucose-specific transporter subunit IIABC,YP_501305.1
SAOUHSC_02849,NC_007795.1,2623281.0,2625020.0,-,,,pyruvate oxidase,YP_501306.1
SAOUHSC_02850,NC_007795.1,2625067.0,2625756.0,-,,,hypothetical protein,YP_501307.1
SAOUHSC_02851,NC_007795.1,2625749.0,2626144.0,-,,,hypothetical protein,YP_501308.1
SAOUHSC_02852,NC_007795.1,2626357.0,2627184.0,-,,,hypothetical protein,YP_501309.1
SAOUHSC_02853,NC_007795.1,2627402.0,2627620.0,+,,,hypothetical protein,YP_501310.1
SAOUHSC_02855,NC_007795.1,2628010.0,2628441.0,+,,,LysM domain-containing protein,YP_501311.1
SAOUHSC_02856,NC_007795.1,2628706.0,2628810.0,-,,,hypothetical protein,YP_501312.1
SAOUHSC_02857,NC_007795.1,2628973.0,2629107.0,-,,,hypothetical protein,YP_501313.1
SAOUHSC_02858,NC_007795.1,2629201.0,2629458.0,-,,,hypothetical protein,YP_501314.1
SAOUHSC_02859,NC_007795.1,2630037.0,2631314.0,-,,,hydroxymethylglutaryl-CoA reductase,YP_501315.1
SAOUHSC_02860,NC_007795.1,2631568.0,2632734.0,+,,,HMG-CoA synthase,YP_501316.1
SAOUHSC_02861,NC_007795.1,2632904.0,2633425.0,-,,,methylated-DNA--protein-cysteine methyltransferase,YP_501317.1
SAOUHSC_02862,NC_007795.1,2633834.0,2635939.0,+,,,ATP-dependent Clp protease ATP-binding subunit ClpC,YP_501318.1
SAOUHSC_02863,NC_007795.1,2636008.0,2636178.0,-,,,hypothetical protein,YP_501319.1
SAOUHSC_02864,NC_007795.1,2636191.0,2638185.0,-,,,ferrous iron transport protein B,YP_501320.1
SAOUHSC_02865,NC_007795.1,2638197.0,2638424.0,-,,,hypothetical protein,YP_501321.1
SAOUHSC_02866,NC_007795.1,2638640.0,2641108.0,-,,,hypothetical protein,YP_501322.1
SAOUHSC_02867,NC_007795.1,2641274.0,2641822.0,+,,,hypothetical protein,YP_501323.1
SAOUHSC_02868,NC_007795.1,2641899.0,2642066.0,-,,,hypothetical protein,YP_501324.1
SAOUHSC_02869,NC_007795.1,2642178.0,2643722.0,-,,,1-pyrroline-5-carboxylate dehydrogenase,YP_501325.1
SAOUHSC_02871,NC_007795.1,2643912.0,2644511.0,-,,,hypothetical protein,YP_501326.1
SAOUHSC_02872,NC_007795.1,2644750.0,2644941.0,+,,,hypothetical protein,YP_501327.1
SAOUHSC_02873,NC_007795.1,2645181.0,2647589.0,+,,,cation transporter E1-E2 family ATPase,YP_501328.1
SAOUHSC_02874,NC_007795.1,2647869.0,2648075.0,+,,,cation transporter E1-E2 family ATPase,YP_501329.1
SAOUHSC_02875,NC_007795.1,2648165.0,2649163.0,-,,,D-lactate dehydrogenase,YP_501330.1
SAOUHSC_02876,NC_007795.1,2649186.0,2650340.0,-,,,hypothetical protein,YP_501331.1
SAOUHSC_02877,NC_007795.1,2650767.0,2652275.0,-,,,squalene synthase,YP_501332.1
SAOUHSC_02879,NC_007795.1,2652287.0,2653150.0,-,,,squalene desaturase,YP_501333.1
SAOUHSC_02880,NC_007795.1,2653187.0,2654314.0,-,,,hypothetical protein,YP_501334.1
